Ãỷ³ặ	ItemGenre	DetailType	ParticularType	ả¯ằưẻÄẳỵÃỷ	ảễểƯẻùẳỵậữềý	¿ớảẩ	áòảẩ	ậàÃữẻÄìệ	ẻồééấụéễ	ẳÛáủ	àẩẳả	ấầãủàỵãÅ	ằự´Ăấụéễ1ÀàéÍ	ằự´Ăấụéễ1ìợéĂệà	ằự´Ăấụéễ1ìợ´úệà	ằự´Ăấụéễ2ÀàéÍ	ằự´Ăấụéễ2ìợéĂệà	ằự´Ăấụéễ2ìợ´úệà	ằự´Ăấụéễ3ÀàéÍ	ằự´Ăấụéễ3ìợéĂệà	ằự´Ăấụéễ3ìợ´úệà	ằự´Ăấụéễ4ÀàéÍ	ằự´Ăấụéễ4ìợéĂệà	ằự´Ăấụéễ4ìợ´úệà	ằự´Ăấụéễ5ÀàéÍ	ằự´Ăấụéễ5ìợéĂệà	ằự´Ăấụéễ5ìợ´úệà	ằự´Ăấụéễ6ÀàéÍ	ằự´Ăấụéễ6ìợéĂệà	ằự´Ăấụéễ6ìợ´úệà	ằự´Ăấụéễ7ÀàéÍ	ằự´Ăấụéễ7ìợéĂệà	ằự´Ăấụéễ7ìợ´úệà	éốầúấụéễ1ÀàéÍ	éốầúấụéễ1ấýệà	éốầúấụéễ2ÀàéÍ	éốầúấụéễ2ấýệà	éốầúấụéễ3ÀàéÍ	éốầúấụéễ3ấýệà	éốầúấụéễ4ÀàéÍ	éốầúấụéễ4ấýệà	éốầúấụéễ5ÀàéÍ	éốầúấụéễ5ấýệà	éốầúấụéễ6ÀàéÍ	éốầúấụéễ6ấýệà	ÄĐãăấụéễậữềý1	ÄĐãăấụéễậữềý2	ÄĐãăấụéễậữềý3	ÄĐãăấụéễậữềý4	ÄĐãăấụéễậữềý5	ÄĐãăấụéễậữềý6	ậựễÚèìì°	Àâếạèìì°	Àâếạèìì°éũºÅ	Àâếạèìì°ềỵ²ỉấụéễ1	Àâếạèìì°ềỵ²ỉấụéễ2	¿ẫẩÛÁảấụéễấýÁ¿	¿ẫẩÛÁảẻặáệặãệấ			
Minh Phượng Diêm La Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(3)	1	99999	10	0																						36	120	39	3									959	878	978	1021	1338	1301	277	218	3	130		2	9			
Minh Phượng Diêm La Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									960	918	979	1221	1338	1301	277	218	4	1431	1279	2	9			
Minh Phượng Diêm La Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash29.spr	32	2	1	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									960	938	978	1181	1338	1301	277	218	5	1661	1279	2	9			
Minh Phượng Diêm La Bí Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth30.spr	22	2	3	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									960	858	978	1021	2724	3534	277	218	6	1431	1413	2	9			
Minh Phượng Diêm La Triền Thủ	0	0	6	\spr\item\equip\closeweapon\obj-glove07.spr	9	1	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									2719	898	1101	1201	1340	3534	277	218	7	1431	130	2	9			
Minh Phượng Diêm La Hài	0	5	1	\spr\item\equip\boots\obj-shoes30.spr	26	2	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									960	878	978	1021	1261	1301	277	218	8	1431	1279	2	9			
Minh Phượng Diêm La Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist29.spr	36	1	2	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(9)	3	99999	10	0																						36	120	39	3									959	918	979	1221	1338	1301	277	218	9	1662	1279	2	9			
Minh Phượng Diêm La Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Ngũ Độc chưởng pháp cấp Minh Phượng(10)	4	99999	10	0																						36	120	39	3									959	938	979	1181	1338	1301	277	218	10	130		2	9			
Minh Phượng Minh Vương Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck28.spr	36	2	1	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(1)	0	99999	10	0																						36	120	39	3									959	858	978	1021	1001	1301	278	219	1	1664	1279	2	9			
Minh Phượng Minh Vương Đầu Hoàn	0	7	2	\spr\item\equip\cap\obj-ma-cap30.spr	28	2	2	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									960	898	979	1201	1338	3534	278	219	2	1431	2830	2	9			
Minh Phượng Minh Vương Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(3)	1	99999	10	0																						36	120	39	3									959	878	978	1021	1338	1301	278	219	3	130		2	9			
Minh Phượng Minh Vương Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									960	918	979	1221	1338	1301	278	219	4	1431	1279	2	9			
Minh Phượng Minh Vương Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash29.spr	33	2	1	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									960	938	978	1181	1338	1301	278	219	5	1665	1279	2	9			
Minh Phượng Minh Vương Hộ Giáp	0	2	2	\spr\item\equip\armor\obj-ma-cloth30.spr	22	2	3	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									960	858	978	1021	2724	3534	278	219	6	1431	1414	2	9			
Minh Phượng Minh Vương Bảo Đao	0	0	1	\spr\item\equip\closeweapon\obj-blade30.spr	10	1	4	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									2714	898	1082	1201	1323	3534	278	219	7	1431	130	2	9			
Minh Phượng Minh Vương Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes30.spr	26	2	2	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									960	878	978	1021	1261	1301	278	219	8	1431	1279	2	9			
Minh Phượng Minh Vương Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist29.spr	36	1	2	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(9)	3	99999	10	0																						36	120	39	3									959	918	979	1221	1338	1301	278	219	9	1666	1279	2	9			
Minh Phượng Minh Vương Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Ngũ Độc đao pháp cấp Minh Phượng(10)	4	99999	10	0																						36	120	39	3									959	938	979	1181	1338	1301	278	219	10	130		2	9			
Minh Phượng Liễm Diệm Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck28.spr	36	2	1	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(1)	4	99999	10	0																						36	120	39	2									959	938	978	1181	1001	1301	279	220	1	1668	1279	2	9			
Minh Phượng Liễm Diệm Quán	0	7	2	\spr\item\equip\cap\obj-ma-cap31.spr	28	2	2	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									960	858	979	1021	1338	3539	279	220	2	1431	2831	2	9			
Minh Phượng Liễm Diệm Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(3)	2	99999	10	0																						36	120	39	2									959	898	978	1201	1338	1301	279	220	3	130		2	9			
Minh Phượng Liễm Diệm Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									960	878	979	1021	1338	1301	279	220	4	1431	1279	2	9			
Minh Phượng Liễm Diệm Triền Yêu	0	6	0	\spr\item\equip\sash\obj-sash29.spr	32	2	1	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									960	918	978	1221	1338	1301	279	220	5	1669	1279	2	9			
Minh Phượng Liễm Diệm Giáp Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth31.spr	22	2	3	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									960	938	978	1181	2724	3539	279	220	6	1431	1415	2	9			
Minh Phượng Liễm Diệm Phi Đao	0	1	1	\spr\item\equip\rangeweapon\obj-adart30.spr	15	1	1	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	120	39	2									2717	858	1082	1021	1338	3539	279	220	7	1431	130	2	9			
Minh Phượng Liễm Diệm Lý	0	5	1	\spr\item\equip\boots\obj-shoes31.spr	26	2	2	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									960	898	978	1201	1261	1301	279	220	8	1431	1279	2	9			
Minh Phượng Liễm Diệm Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist29.spr	36	1	2	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(9)	1	99999	10	0																						36	120	39	2									959	878	979	1021	1338	1301	279	220	9	1670	1279	2	9			
Minh Phượng Liễm Diệm Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Đường Môn phi đao cấp Minh Phượng(10)	3	99999	10	0																						36	120	39	2									959	918	979	1221	1338	1301	279	220	10	130		2	9			
Minh Phượng Thiên Hoang Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck28.spr	36	2	1	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(1)	4	99999	10	0																						36	120	39	2									959	938	978	1181	1001	1301	280	221	1	1668	1279	2	9			
Minh Phượng Thiên Hoang Quán	0	7	2	\spr\item\equip\cap\obj-ma-cap31.spr	28	2	2	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									960	858	979	1021	1338	3539	280	221	2	1431	1279	2	9			
Minh Phượng Thiên Hoang Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(3)	2	99999	10	0																						36	120	39	2									959	898	978	1201	1338	1301	280	221	3	130		2	9			
Minh Phượng Thiên Hoang Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									960	878	979	1021	1338	1301	280	221	4	1431	1279	2	9			
Minh Phượng Thiên Hoang Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash29.spr	32	2	1	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									960	918	978	1221	1338	1301	280	221	5	1669	1279	2	9			
Minh Phượng Thiên Hoang Giáp Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth31.spr	22	2	3	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									960	938	978	1181	2724	3539	280	221	6	1431	2832	2	9			
Minh Phượng Thiên Hoang Tụ Tiễn	0	1	2	\spr\item\equip\rangeweapon\obj-adart31.spr	17	2	2	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120	39	2									2717	858	1082	1021	1338	3539	280	221	7	1431	130	2	9			
Minh Phượng Thiên Hoang Lý	0	5	1	\spr\item\equip\boots\obj-shoes31.spr	26	2	2	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									960	898	978	1201	1261	1301	280	221	8	1431	1416	2	9			
Minh Phượng Thiên Hoang Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist29.spr	36	1	2	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(9)	1	99999	10	0																						36	120	39	2									959	878	979	1021	1338	1301	280	221	9	1672	1279	2	9			
Minh Phượng Thiên Hoang Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Đường Môn nỏ tiễn cấp Minh Phượng(10)	3	99999	10	0																						36	120	39	2									959	918	979	1221	1338	1301	280	221	10	130		2	9			
Minh Phượng Thiên Kiêu Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck28.spr	36	2	1	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(1)	4	99999	10	0																						36	120	39	2									959	938	978	1181	1001	1301	281	222	1	1668	1279	2	9			
Minh Phượng Thiên Kiêu Phát Quán	0	7	2	\spr\item\equip\cap\obj-ma-cap31.spr	28	2	2	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									960	858	979	1021	1338	3539	281	222	2	1431	1279	2	9			
Minh Phượng Thiên Kiêu Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(3)	2	99999	10	0																						36	120	39	2									959	898	978	1201	1338	1301	281	222	3	130		2	9			
Minh Phượng Thiên Kiêu Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									960	878	979	1021	1338	1301	281	222	4	1431	1279	2	9			
Minh Phượng Thiên Kiêu Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash29.spr	32	2	1	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									960	918	978	1221	1338	1301	281	222	5	1669	1279	2	9			
Minh Phượng Thiên Kiêu Giáp Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth31.spr	22	2	3	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									960	938	978	1181	2724	3539	281	222	6	1431	2833	2	9			
Minh Phượng Thiên Kiêu Phi Tiêu	0	1	0	\spr\item\equip\rangeweapon\obj-adart32.spr	15	1	1	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	120	39	2									2717	858	1082	1021	1338	3539	281	222	7	1431	130	2	9			
Minh Phượng Thiên Kiêu Lý	0	5	1	\spr\item\equip\boots\obj-shoes31.spr	26	2	2	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									960	898	978	1201	1261	1301	281	222	8	1431	1417	2	9			
Minh Phượng Thiên Kiêu Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist29.spr	34	1	2	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(9)	1	99999	10	0																						36	120	39	2									959	878	979	1021	1338	1301	281	222	9	1674	1279	2	9			
Minh Phượng Thiên Kiêu Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bộ trang bị Đường Môn phi tiêu cấp Minh Phượng(10)	3	99999	10	0																						36	120	39	2									959	918	979	1221	1338	1301	281	222	10	130		2	9			
Minh Phượng Thiết Huyết Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(1)	1	99999	10	0																						36	120	39	6									959	858	978	1021	1001	1301	282	223	1	1676	1279	2	9			
Minh Phượng Thiết Huyết Đầu Hoàn	0	7	5	\spr\item\equip\cap\obj-ma-cap33.spr	28	2	2	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	6									960	898	979	1201	1338	1301	282	223	2	1431	1279	2	9			
Minh Phượng Thiết Huyết Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(3)	4	99999	10	0																						36	120	39	6									959	878	978	1021	1338	1301	282	223	3	130		2	9			
Minh Phượng Thiết Huyết Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle31.spr	34	1	2	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	6									960	918	979	1221	1338	1301	282	223	4	1431	1279	2	9			
Minh Phượng Thiết Huyết Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash31.spr	32	2	1	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	6									960	938	978	1181	1338	1301	282	223	5	1677	1279	2	9			
Minh Phượng Thiết Huyết Cái Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth33.spr	22	2	3	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	6									960	858	978	1021	2724	1301	282	223	6	1431	2834	2	9			
Minh Phượng Thiết Huyết Triền Thủ	0	0	6	\spr\item\equip\closeweapon\obj-glove08.spr	9	1	2	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	6									2720	898	1141	1201	1340	1301	282	223	7	1431	130	2	9			
Minh Phượng Thiết Huyết Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes35.spr	26	2	2	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									960	878	978	1021	1261	1301	282	223	8	1678	1279	2	9			
Minh Phượng Thiết Huyết Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(9)	0	99999	10	0																						36	120	39	6									959	918	979	1221	1338	1301	282	223	9	1431	1418	2	9			
Minh Phượng Thiết Huyết Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bộ trang bị Cái Bang chưởng pháp cấp Minh Phượng(10)	2	99999	10	0																						36	120	39	6									959	938	979	1181	1338	1301	282	223	10	130		2	9			
Minh Phượng Quang Phục Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(1)	0	99999	10	0																						36	120	39	6									959	858	978	1021	1001	1301	283	224	1	1680	1279	2	9			
Minh Phượng Quang Phục Đầu Hoàn	0	7	5	\spr\item\equip\cap\obj-ma-cap33.spr	28	2	2	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	6									960	898	979	1201	1338	1301	283	224	2	1431	1279	2	9			
Minh Phượng Quang Phục Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(3)	1	99999	10	0																						36	120	39	6									959	878	978	1021	1338	1301	283	224	3	130		2	9			
Minh Phượng Quang Phục Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle31.spr	34	1	2	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	6									960	918	979	1221	1338	1301	283	224	4	1681	1279	2	9			
Minh Phượng Quang Phục Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash31.spr	33	2	1	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									960	938	978	1181	1338	1301	283	224	5	1431	1419	2	9			
Minh Phượng Quang Phục Cái Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth33.spr	22	2	3	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	6									960	858	978	1021	2724	1301	283	224	6	1431	2835	2	9			
Minh Phượng Quang Phục Trượng	0	0	2	\spr\item\equip\closeweapon\obj-spear26.spr	11	1	4	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	6									2715	898	1082	1201	1323	1301	283	224	7	1431	130	2	9			
Minh Phượng Quang Phục Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes35.spr	26	2	2	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	6									960	878	978	1021	1261	1301	283	224	8	1431	1279	2	9			
Minh Phượng Quang Phục Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(9)	3	99999	10	0																						36	120	39	6									959	918	979	1221	1338	1301	283	224	9	1682	1279	2	9			
Minh Phượng Quang Phục Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bộ trang bị Cái Bang côn pháp cấp Minh Phượng(10)	4	99999	10	0																						36	120	39	6									959	938	979	1181	1338	1301	283	224	10	130		2	9			
Minh Phượng Dục Nhật Hạng Khuyên	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(1)	0	99999	10	0																						36	120	39	7									959	858	978	1021	1001	1301	284	225	1	1684	1279	2	9			
Minh Phượng Dục Nhật Khôi	0	7	2	\spr\item\equip\cap\obj-ma-cap32.spr	28	2	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	7									960	898	979	1201	1338	1301	284	225	2	1431	1279	2	9			
Minh Phượng Dục Nhật Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(3)	1	99999	10	0																						36	120	39	7									959	878	978	1021	1338	1301	284	225	3	130		2	9			
Minh Phượng Dục Nhật Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle31.spr	34	1	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	7									960	918	979	1221	1338	1301	284	225	4	1685	1279	2	9			
Minh Phượng Dục Nhật Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash31.spr	33	2	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									960	938	978	1181	1338	1301	284	225	5	1431	1420	2	9			
Minh Phượng Dục Nhật Giáp Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth32.spr	23	2	3	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	7									960	858	978	1021	2724	1301	284	225	6	1431	2836	2	9			
Minh Phượng Dục Nhật Thương	0	0	3	\spr\item\equip\closeweapon\obj-staff26.spr	12	1	4	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	7									2716	898	1082	1201	1323	1301	284	225	7	1431	130	2	9			
Minh Phượng Dục Nhật Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes35.spr	26	2	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	7									960	878	978	1021	1261	1301	284	225	8	1431	1279	2	9			
Minh Phượng Dục Nhật Bội	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(9)	3	99999	10	0																						36	120	39	7									959	918	979	1221	1338	1301	284	225	9	1686	1279	2	9			
Minh Phượng Dục Nhật Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bộ trang bị Thiên Nhẫn mâu pháp cấp Minh Phượng(10)	4	99999	10	0																						36	120	39	7									959	938	979	1181	1338	1301	284	225	10	130		2	9			
Minh Phượng Sí Địa Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bộ trang bị Thiên Nhẫn đao pháp cấp Minh Phượng(1)	1	99999	10	0																						36	120	39	7									959	858	978	1021	1001	1301	285	226	1	1688	1279	2	9			
Minh Phượng Sí Địa Quán Miện	0	7	2	\spr\item\equip\cap\obj-ma-cap32.spr	28	2	2	Bộ trang bị Thiên Nhẫn đao pháp cấp Minh Phượng(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	7									960	898	979	1201	1338	1301	285	226	2	1431	1421	2	9			
